Statement	Count	# unique files
test.head()['Cabin']	1	1
train.drop(['Name','Ticket','Embarked','Cabin','Sex'],axis=1)	1	1
test_df.fillna(-999,inplace=True)	1	1
tit_df.loc[p, 'Age'] = rand_MMM_tit[is_m]	1	1
ff.append(sortfare)	1	1
X_t.values	1	1
"df[""Age_Band""].astype(int) * df[""Pclass""].astype(int)"	1	1
df.copy() # make a copy to make all changes do not touch initial DataFrame	1	1
titanic_test['Pclass_2']=(titanic_test['Pclass']==2).astype(int)	1	1
combined['Fare_grp'] = pd.qcut(combined['Fare_per_person'],5,labels=[1,2,3,4,5])	1	1
"titanic.drop(""Survived"",axis=1)"	1	1
test_df.drop(['Ticket','Cabin','Fare','SibSp'], axis=1)	1	1
data_train_dummy2['Family'].values.reshape(-1, 1)	1	1
titanic[['Embarked', 'Survived']].groupby(['Embarked'],as_index=False).mean()	1	1
train['Salutation'] = train['Salutation'].map(dict_sal).astype(int)	1	1
"df[""WithAge""] = 1"	1	1
np.round(y_predict,0).astype(int)	1	1
dc['Fare'] =            dc.groupby(['ClassUp','ClassMid','ClassLow','Family_Size' ])['Fare'].transform(lambda x: x.fillna(x.median()))	1	1
"data_train.loc[data_train[""Sex""] == ""female"", ""Sex""] = 1"	1	1
train_df.loc[:, ['Age*Class', 'AgeFill', 'Pclass']].head(10)	1	1
df['Title'] = df.Name.str.extract(regex, expand = True)	1	1
test_processed['Sex'].replace({'male': 0, 'female': 1}, inplace=True)	1	1
training_set['Survived'].unique() # get the number of bars	1	1
a['CatTitle'] = a['CatTitle'].replace('Mlle', 'Miss')	1	1
tdf['embarked_code'] = tdf.embarked.astype('category').cat.codes	1	1
train_data['WithFamily'].loc[train_data['WithFamily'] > 0] = 1	1	1
pdModelos.loc[row, 'Modelo'] = pipe.steps[3][1]	1	1
dataset['age'] = cut	1	1
"train_df[""Fare""].plot.hist(x=""Fare"", ax = ax [2,0])"	1	1
train.iloc[1043, 6] = 7.90	1	1
X_test[0:5]	1	1
df.apply(get_family_id, axis=1)	1	1
"train.loc[i,""Commentaire""] = l[3].strip()"	1	1
train_df.drop(['Name','Ticket','Fare_Range','Cabin'], axis=1)	1	1
train.drop('Survived', axis=1).append(test)	1	1
train_df['aile_boyut']=train_df['SibSp']+train_df['Parch']	1	1
test_df['Title'] = test_df['Title'].replace(['Countess', 'Lady', 'Sir'], 'Royal')	1	1
x_test['Age']=x['Age'].fillna(mean_value)	1	1
train['CategoricalFare']=pd.qcut(train['Fare'],4,duplicates='drop')	1	1
X_train.loc[X_train['Embarked'] == 'Q', 'Embarked'] = 3	1	1
X_train.loc[X_train['Embarked'] == 'Q', 'Embarked'] = 2	1	1
parents['parents'] = 1	1	1
full_data['Title'] = full_data['Name'].apply(get_title)	1	1
"dftrain[""Age""].copy()"	1	1
self.values else 'Other'	1	1
train_df.drop(['Ticket','PassengerId'],axis=1,inplace=True)	1	1
dataset['Embarked_S'] = dataset['Embarked'].map(lambda s: 1 if s == 0 else 0)	1	1
data.iloc[55]	1	1
"test_df[""Sex""] = test_df[""Sex""].astype(""category"")"	1	1
"Test[""Title""]=Test.Title.map(title_map)"	1	1
df['AgeBand'] = pd.cut(df['Age'], 5)	1	1
df['CabinCount'] = df['Cabin'].fillna(' ').apply(get_cabin_count)	1	1
"test.loc[(test[""Fare""] >= 14.454) & (test[""Fare""] < 31.0),""Fare""] = 2"	1	1
submit[['PassengerId','Survived']].to_csv('submit.csv',index=False)	1	1
df_submission['age_bin'] = pd.cut(df_submission['age'].astype(int), bins=bins_age, labels=range(5), include_lowest=True)	1	1
"train_df['Age']= train_df['Age'].fillna(train_df[""Age""].median())"	1	1
df_comb['Title'] = df_comb['Name'].apply(get_title)	1	1
train[['Sex', 'Age']].groupby('Sex').mean()	1	1
test_df['Cabin_wing'] = test_df['Cabin'].astype(str).str[0]	1	1
train['Fare'].plot(kind='hist', figsize=(15, 3), bins=100, xlim=(0, 50))	1	1
df_grouped_pclass.Age.mean()	1	1
test2_df.isnull().sum()	1	1
"df_test[[""age15"",""age25"",""age50"",""age100""]]=pd.get_dummies(df_test[""age_group""], dtype=""uint8"")"	1	1
df_train['AgeCat']=pd.cut(df_train['Age'], bins=[0, 18, 100], include_lowest=True, labels=[1, 2])	1	1
dftrain.drop(['Age','Fare'],axis=1)	1	1
test['CabinKnown'] = test['Cabin'].apply(has_cabin)	1	1
gbc_feat_red.transform(gbc_red_test)	1	1
"data_combined[""Fare""].fillna(data_combined[""Fare""].median(), inplace=True)"	1	1
X.loc[[61, 829],['Embarked']] = 'S'	1	1
title_age.dropna(axis = 0)	1	1
full.loc[(full.Title == 'Dr') & (full.Sex == 'female'), 'Title'] = 'Mrs'	1	1
X_train['Age'] =imr.fit_transform(X_train[['Age']].values)	1	1
train_Data.copy()	1	1
X_train.shape[0],	1	1
"train[""SibSp_scaled""] = minmax_scale(train[[""SibSp""]])"	1	1
test['Child'] = 0	1	1
test['Age_num']=label.fit_transform(test['Age_bin'])	1	1
df['NameLength'].hist(bins=30) #most of passenger has name length around 20-30 character	1	1
titanic_test.drop(['Name','Ticket','Cabin'],axis=1,inplace=True)	1	1
train_df['Survived'] = train['Survived']	1	1
test.to_csv( 'random_all_feat.csv' , index = False )	1	1
"validation_targets[""target""],"	1	1
useful.append('Pclass')	1	1
train_data.count()	1	1
test_df.join(dummy)	1	1
df['gender'] = df['Sex'].map( lambda x: x[0].lower() )	1	1
df_combined.describe(include='all')	1	1
Age_range.append(age_range)	1	1
dataset.loc[(dataset['Age'] > 48) & (dataset['Age'] <=64) , 'Age' ] = 3	1	1
train_df['IsAlone'] =0	1	1
df.Embarked.apply(lambda x: x[0])	1	1
sibsp_df.max() - sibsp_df.min()	1	1
"dataset[""SibSp""][x]==5:"	1	1
train['Fare'] = np.log1p((train['Fare'] - train['Fare'].mean()) / train['Fare'].std())	1	1
y_train.append(training_set_scaled[i,0])	1	1
df['Age_scaled'] = scaler.fit_transform(df[['Age', 'Fare']], scale_param)[:, 0]	1	1
test['Fare'].index[test['Fare'].apply(np.isnan)].tolist	1	1
trainSet['Embarked']	1	1
data['Fare'].median()	1	1
"data['Initial'].replace(['Mlle', ""Mme"", 'Ms', 'Dr', 'Major', 'Lady', 'Countess', 'Jonkheer', 'Col', 'Rev', 'Capt', 'Sir', 'Don'], ['Miss', 'Miss','Miss', 'Mr', 'Mr', 'Mrs', 'Mrs', 'Other', 'Other', 'Other', 'Mr', 'Mr', 'Mr'], inplace=True)"	1	1
pd.DataFrame.from_dict(data=score_dict, orient='index' )	1	1
y.astype(str)	1	1
name_second_place.append(second_place)	1	1
"grouped[""s_rate""] = grouped[""sum_of_survior""] / grouped[""count_of_sex""]"	1	1
ts.head(2)	1	1
"df_titanic[""Parch""].value_counts()"	1	1
res.to_csv('res.csv', index = None)	1	1
train_data_X.drop(['NamePrefix'],axis=1)	1	1
train_set.fillna(train_set.mean(),inplace=True)	1	1
df_test.join(embarked_one_hot_test)	1	1
"test.set_index(""PassengerId"")"	1	1
t.shape[0]	1	1
models.append(mod_name)	1	1
a['CatTitle'] = a['CatTitle'].replace(['Countess', 'Lady', 'Sir'], 'Royal')	1	1
raw_train['Age'] = age_scaler.fit_transform(raw_train['Age'].values.reshape(-1, 1))	1	1
"TitanicTrain.corr()[""Survived""].to_frame().sort_values(by=['Survived'],ascending=False)"	1	1
base_predictions_train.astype(float).corr(),linewidths=0.1,vmax=1.0, square=True,	1	1
"train_data[""Female""] = 0"	1	1
tr.loc[(tr['Age']>48)&(tr['Age']<=56), 'Age'] = 6	1	1
"train_data[""Ticket""].head(10)"	1	1
test_df.drop(['Male'],axis=1,inplace=True)	1	1
dataset['Young_m'] = (dataset['Age']>=18) & (dataset['Age']<=40) & (dataset['Sex']==0)	1	1
"train_df[""Person""] = train_df[['Age','Sex']].apply(get_person, axis=1)"	1	1
dfresult.to_csv('predictions.csv')	1	1
Data['Family_Size'] = Data['Parch'] + Data['SibSp']	1	1
df_analysis['Embarked'].value_counts().sort_values()	1	1
data.loc[(data.FamilySize > 2) & (data.FamilySize <= 4), 'FamilySizeBand'] = 2	1	1
data.loc[(data.FamilySize > 2) & (data.FamilySize <= 4), 'FamilySizeBand'] = 3	1	1
model_results['DummyClassifier'] = np.mean(scores)	1	1
df_train.drop(['Age', 'AgeBin'], axis=1)	1	1
groupings.groups.keys()	1	1
train.dtypes.reset_index()	1	1
test_data.drop(['PassengerId','Name','Ticket'],axis = 1)	1	1
df['Sex'] # 删除	1	1
df.Embarked.fillna(mode_embarked)	1	1
df.apply(lambda x : 0 if np.sum(x) <= 2 else 1)	1	1
df_train.loc[~df_train['Fare'].isnull(), 'Fare'].median()	1	1
df1['Cabin_grp']= df1['Cabin'].astype(str).str[0]	1	1
data['Embarked'][pd.isna(data['Embarked'])] = 'S'	1	1
submission.to_csv('jsm_submission.csv', index=False)	1	1
train_df.drop(['Name', 'Sex', 'Ticket', 'Cabin', 'Embarked', 'Fare', 'Age'], axis=1)	1	1
frame['Boy'] = frame['Name'].str.contains('Master').astype(int)	1	1
df['Title'] = df['Title'].map({'NoTitle': 0, 'Mr': 1, 'Miss': 2, 'Mrs': 3, 'Master': 4, 'Rare': 5}).astype(int)	1	1
"data_train_p.drop([""Survived""],axis=1)"	1	1
"train[""eval_tree""] = my_tree.predict(features)"	1	1
models_df.loc[index, 'Validation Accuracy'] = scores['test_score'].mean()	1	1
values.append(train_df[col].isnull().sum())	1	1
train_label.groupby(['Survived'], as_index=False).mean()	1	1
"re.sub('\.', '', re.sub("" "", """", m.group(0)))"	1	1
df_train.tail(5)	1	1
tf.round(tf.sigmoid(hypothesis))	1	1
full['Sib_cat'] = pd.cut(full['SibSp'], bins = [-1,0,2,8], labels = [1,2,3])	1	1
titanicTest.drop('Embarked',1)	1	1
cols.values	1	1
titanic_df.drop(['Fare'], axis=1)	1	1
df.drop(labels=[each], axis=1)	1	1
df.loc[(df['Fare']>31)&(df['Fare']<=513),'Fare_cat']=4	1	1
"test.loc[(test[""Age""] >= 18) ,""Age""] = 2"	1	1
data.loc[data['Fare'] <= 8.66, 'SortFare_3'] = 0	1	1
"df_train.groupby('sex')['fare'].mean().plot(kind='bar', figsize=(10,8), title = ""Average Passage Value By Gender"");"	1	1
"orig_test_set[""PassengerId""],"	1	1
data.surname_Mellinger.astype('category')	1	1
train_df.drop('Parch', axis = 1, inplace = True)	1	1
df_train.loc[:, ['SibSp', 'Survived']].groupby(['SibSp'], as_index=False).mean().sort_values(by='Survived', ascending=False)	1	1
df1['Age'].value_counts().plot.hist( grid=True,color='b',alpha=0.7)	1	1
cabins_for_classes.append([a.loc[a['Pclass']==1]['Cabin2'].value_counts()])	1	1
"X_train.drop(""Age Group"", axis = 1)"	1	1
"X_logistic.drop(""Name"", axis=1, inplace=True)"	1	1
train_df.fillna(train_df.mean(), inplace=True)	1	1
output.to_csv('final-predictions_LR.csv', index = False)	1	1
test_hot.drop('Name',axis=1)	1	1
all_df['DeckPred'] = YDeck_pred	1	1
df['age_T'] = df.apply(lambda x: -1 if x['Age'] == -1 else x['age_T'], axis=1)	1	1
test['AgeBin_Code'] = data['AgeBin_Code'][891:]	1	1
test_df['fare'].fillna(test_df['fare'].dropna().median(), inplace=True)	1	1
full['GroupSize'] = full[['FamilySize','TicketSize']].max(axis=1)	1	1
train['Age'].fillna(train['Age'].median() , inplace=True)	1	1
"df_titanic['Pclass'] = df_titanic['Pclass'].astype(""category"")"	1	1
combined['Sex'] = combined['Sex'].map( {'female': 1, 'male': 0} ).astype(int)	1	1
kaggle_test.head()	1	1
X.loc[X['Parch']==0]	1	1
names.loc[(names['dona'])==1,'dona'] = 0	1	1
test['CategoricalFare'] = full_fare[891:]	1	1
submissions.Survived.apply(lambda x : 1 if x > 0.49 else 0)	1	1
test[['Pclass', 'Sex', 'Age', 'Fare']].values # Features yang sama dengan training	1	1
"holdout[""Embarked""] = holdout[""Embarked""].fillna(""S"")"	1	1
incorrect_rel.astype(float)	1	1
df.hist(bins=50, figsize=(20,15))	1	1
"train_df[""Embarked""] = train_df[""Embarked""].map({""S"":0, ""C"":1, ""Q"":2})"	1	1
train.loc[(train['Fare']>8)&(train['Fare']<=15),'Fare_cat']=1	1	1
data.distinction_in_tikect_Others.astype('category')	1	1
train['new_SibSp'] = train.SibSp	1	1
test['Embarked'] = test['Embarked'].map({'S':1,'Q':2,'C':3}).astype(int)	1	1
simple_data_df['P2_Female'] = np.where((simple_data_df['Sex']==1) & (simple_data_df['Pclass']==2), 1, 0)	1	1
df_test.Fare.fillna(avg_fare, inplace=True)	1	1
FeatureDF['Age'] = FeatureDF[['Age','Pclass','Sex']].apply(AgeImp,axis=1)	1	1
"train[""Sex""].value_counts().plot(kind=""bar"")"	1	1
axes[1].bar(ind, dead_m, width, color='#d62728')	1	1
filt_df['has_family'] = filt_df['has_family'].apply(lambda count: 1 if count > 0 else 0)	1	1
test_df['Age'].dropna().min().astype(int)	1	1
"title_dict[""CAPT""] = 2"	1	1
test_set.head(20)	1	1
big['XName'] = big['Name'].apply(lambda x: str(x)[0:str(x).find(',')] if str(x).find(',') != -1 else x)	1	1
test.select_dtypes(include=['float64'])	1	1
finalIsSurvived.to_csv('submit.csv', encoding='utf-8', index=False)	1	1
nan.mask(nan==0).dropna().index	1	1
df['Age'] = df.groupby(['Pclass'])['Age'].transform(lambda x: x.fillna(x.mean()))	1	1
dataset.loc[(dataset['Fare'] > 26) & (dataset['Fare'] <= 27), 'Fare'] = 4	1	1
one_hot_encoded_test_df.head()	1	1
np.where(test[variable].isin(frequent_cat), test[variable], mode_label)	1	1
train_df.head(25)	1	1
"dat[""Fsize""] = dat[""SibSp""] + dat[""Parch""] + 1"	1	1
df['Deck'] = df['Cabin'].fillna(value='NA').apply(lambda x: ''.join(filter(str.isalpha, x))[0] if x != 'NA' else x)	1	1
train.loc[:, 'Survived'] = Survived	1	1
"testingset[""AgeBin""][x] == ""Missing"":"	1	1
train.loc[(train['Age']>16)&(train['Age']<=32),'Age_band']=1	1	1
res['Survived'].tolist()	1	1
train3_df.iloc[:,0].values	1	1
member['FamilySize'] = member['SibSp'] + member['Parch'] + 1	1	1
titanic.groupby('Embarked')['Fare'].describe()	1	1
train_data.select_dtypes(include=['object']).head()	1	1
train.drop(['Cabin','Name', 'Ticket'], axis=1, inplace=True)	1	1
test_set.iloc[:, [1,3,4,5,6]].values # Pclass, Sex, Age, SibSp, Parch	1	1
merged.loc[merged['Group'] == 'Rare title, Cabin Pclass 1, not large', 'Predict'] = 1	1	1
train['child'] = [1 if i<16 else 0 for i in train.Age]	1	1
X_test.fillna(median(hlp['Age'].tolist()), inplace=True)	1	1
train_df[['Pclass','Survived']].groupby('Pclass',as_index=False).mean()	1	1
tit_df_san['Survived']	1	1
"X[""Name""]"	1	1
"data[""Embarked""] = data[""Embarked""].fillna(""U"").apply(lambda e: embarkments.get(e))"	1	1
imputer_test.transform(df_num_test)	1	1
train[['Sex', 'Survived']].groupby('Sex').mean().iplot(kind='bar', colors='blue', title='Survival Rate based on Gender')	1	1
axes[1].set_xlabel('Embarked')	1	1
data['Embarked_fillZ'] = data.Embarked.fillna('Z')	1	1
"train[""TicketPrefix""] = train.apply(lambda row: get_ticket_prefix_id_mapping[get_ticket_prefix(row['Ticket'])], axis=1)"	1	1
test_data.drop(['Sex'], inplace=True, axis=1)	1	1
"train_data[[""Sex"", ""Survived""]]"	1	1
train_data[['Pclass', 'Survived']].groupby('Pclass')	1	1
test['title']=test.Name.apply(lambda x: x.split('.')[0].split(',')[1].strip())	1	1
accuList.append(100. * (vcount / len(validL)))	1	1
"df_test[""FSize""] = df_test[""Parch""] + df_test[""SibSp""] + 1"	1	1
"test[""Embarked""] = labelEncoder_X_2.fit_transform(test[""Embarked""])"	1	1
x['Ticket']	1	1
"df.loc[(df.ischild == 1)&(df.Age.isna()), ""Age""].shape[0]"	1	1
df_ticket.sort_values(by='Survived')	1	1
train_df.drop('PassengerId', axis = 1, inplace = True)	1	1
"factors[""t_num_log10""]=1"	1	1
testData.drop(['Name', 'Ticket','Cabin'], axis=1, inplace=True)	1	1
acc.append(metrics.accuracy_score(y, P.loc[:,m]))	1	1
tr['Embarked'] =tr['Embarked'].replace('C',2)	1	1
df['fare_T'] = df.apply(lambda x: 0 if  x['Fare'] < 8 else x['fare_T'], axis=1)	1	1
train['Child'] = train['Age']<=10	1	1
df_dums['age_5']=[1 if ele > 50. else 0 for ele in df_dums['Age']]	1	1
data.loc[data['FamilySize'] == 2, 'Couple'] = 1	1	1
treated_df.fillna(0) #treated_df = treated_df.dropna()	1	1
X_Test.iloc[:,1]=pd.DataFrame(got_test).Name.str.split('\s+').str[1]	1	1
data['Name']=nameEncoder.fit_transform(data['Name'].transform(lambda n: n[n.index(',')+2:n.index('.')]))	1	1
train.loc[train['Embarked'] == 'Q', 'Embarked'] = 0	1	1
"axes[0].set_xticklabels((""First class"", ""Second class"", ""Third class""))"	1	1
"df[""Title""][df[""Title""] == ""Mlle""] = ""Miss"""	1	1
np.round(predicted_Survived)	1	1
df['Ticket'].unique()	1	1
result.probability.describe()	1	1
scores.append((estimator, local_scores.mean(), local_scores.std()))	1	1
final_csv['Fare'].fillna(final_csv['Fare'].median(), inplace = True)	1	1
df[['Family_Size', 'Survived']].groupby('Family_Size').count().merge(df[['Family_Size', 'Survived']].groupby('Family_Size').sum(), right_index = True, left_index = True)	1	1
train['Title'] = train['Name'].apply(func=get_title)	1	1
X_test['Fare'].fillna(value=35,inplace=True)	1	1
"test[""FamilyId""] = family_ids"	1	1
test.to_csv('out.csv')	1	1
decks_by_class[0],size=1,	1	1
scores.append(cv_results)	1	1
result_prediction.to_csv('titanic_prediction.csv')	1	1
data['Families'] = data.SibSp + data.Parch + 1	1	1
df['CLASS'] = df['A'] + df['B']*df['C'] + df['A']*df['D']	1	1
df_test['Embarked'] = df_test['Embarked'].replace(numembark)	1	1
test['Age_group'] = Age_group_test	1	1
df_train['AgeRange'] = pd.cut(df_train['Age'], [0, 15, 40, 80], labels=['child', 'adult', 'aged'])	1	1
train.as_matrix(columns=features1)	1	1
test_df1_pred.head()	1	1
"data['Nickname'] = data['Name'].str.split('""').str.get(1)"	1	1
X.drop(['Ticket'], axis=1, inplace=True)	1	1
np.round(decision_tree.score(X_train_norm, Y_train), 4)	1	1
train['Age'].fillna(train.groupby(['Sex','Pclass','Title'])['Age'].transform('median'),inplace=True )	1	1
df_train['FareAvg'].max(), df_test['FareAvg'].max()	1	1
train_df.iloc[:,0]	1	1
miss.drop([x for x in miss.index if x in parch.index])	1	1
plt.hist(age_dist_before, normed=True)	1	1
data_train.drop(labels=['PassengerId'], axis = 1)	1	1
train6['HasCabin'].loc[train6['Cabin'].isnull()] = 0	1	1
train.Cabin.isnull().value_counts()	1	1
test_acc.append(batch_acc)	1	1
vals.dropna(axis=0,inplace=True)	1	1
"full_dataset[""Fare""] = full_dataset[""Fare""].fillna(full_dataset[""Fare""].median())"	1	1
train['FareCategorical'] = train['FareCategorical'].astype(int)	1	1
np.where(X_test[variable].isin(frequent_cat), X_test[variable], mode_label)	1	1
total_data.sum()	1	1
X_test['Fare'].dropna().median()	1	1
"test_data.drop(axis=1,columns=[""PassengerId"",""Name"",""Ticket"",""Cabin"",""Family_Size""])"	1	1
train_data.size	1	1
results.append(get_scaled_models_results(scaled_models, scaler_tuple[0], x, y, kfolds))	1	1
df['IsAlone'].value_counts()	1	1
sns.boxplot(y='Age', x='Pclass', ax=ax1, data=train_df, linewidth=1, saturation=5, palette=palette3)	1	1
"dataset.drop([""SibSp"",""Parch""],axis=1)"	1	1
titanic_df.groupby(titanic_df['Cabin'].isnull()).mean()['Survived']	1	1
train_df_backup_filledna_still_having_categorical_data.head()	1	1
all_data.drop(cols_to_be_dropped, axis=1, inplace=True)	1	1
test.as_matrix().astype(np.float)	1	1
df[['Survived', 'Pclass']].groupby('Pclass').sum()	1	1
allset[['Age', 'Pclass','Sex']].groupby(['Sex','Pclass'], as_index=False).mean().sort_values(by=['Sex','Pclass'], ascending=True)	1	1
"_df.loc[ [353, 533, 1229, 774], ""group_id""] = 1001.0"	1	1
train_X[['Pclass','Sex','Embarked']]	1	1
full_train_set.loc[full_train_set['Pclass'] == 1]	1	1
train_df[['Survived'] + selected_feature].copy()	1	1
test['Fare_group'] = Fare_group_test	1	1
rest.append('Ticket')	1	1
pp.boxplot([train_data['Fare']])	1	1
ax[0].set_title('Survived vs Embarked')	1	1
df_train['Family'] = df_train['Parch'] + df_train['SibSp']	1	1
data_full['AgeBin'] = bins[:-2].astype(float)	1	1
train_dataset['Sex'].unique():	1	1
train_test.describe()	1	1
"titanic_test[""Embarked""] = titanic_test[""Embarked""].fillna('S')"	1	1
data.loc[data['Age'] <= 15,'Age'] = 0	1	1
"test_df[""Fare""][152] = float(14.644083)"	1	1
df[['Survived']].groupby(df['Deck']).mean().plot.bar()	1	1
dataset.loc[ dataset['Fare'] <= 7.854, 'Fare'] = 0	1	1
np.sum(y_mix, axis=0)	1	1
"df[""Age""].median(skipna=True)"	1	1
test2['Age'][x] = age_mapping[test2['Title'][x]]	1	1
test_df['IsAlone'] =0	1	1
FeatureDF['RealFare'] = FeatureDF['Fare']/FeatureDF['FamilySize']	1	1
names.loc[(names['capt'])==1,'mr'] = 1	1	1
X.shape[0]   #number of rows	1	1
male['Age'].replace(np.nan,30.7,inplace= True)	1	1
dataset['noTicketPartner'] = np.where(dataset['ticketSize']==1,1,0)	1	1
df['Deck'] = df['Cabin'].map(lambda x: getDeck(x))	1	1
df['FamilySize_bin'] = pd.cut(df['FamilySize'], bins=[0,1,2,4,20], labels=['Single','Small','Large','Fuge'])	1	1
"dataset[""Age1""] = 0"	1	1
"df_real_test[""Fare""] = df_real_test[""Fare""].fillna(0)"	1	1
df_data['Ti_Code'] = label.fit_transform(df_data['Ti_AgeBin'])	1	1
df.loc[(df['Family_size'] >= 2) & (df['Family_size'] <= 4), 'Family_size_bin'] = 1	1	1
"train[""Deck""] = train[""Deck""].astype(""category"")"	1	1
"df_test[""Fare""].fillna(df_test[""Fare""].median(), inplace=True)"	1	1
"combined_test.drop([""PassengerId"",""Survived""], axis=1)"	1	1
data.astype(float).corr(),linewidths=0.1,vmax=1.0,	1	1
X_train.shape, Y_train.shape, X_val.shape, Y_val.shape, X_test.shape	1	1
train[['Pclass','Survived']].groupby(['Pclass']).mean().plot.bar()	1	1
X_train.columns.values[FeatSel_log.get_support()]	1	1
df.join(dumm)	1	1
train_reg.loc[:, Xrcol]	1	1
dataset[['Title', 'Survived']].groupby(['Title'], as_index=False).mean()	1	1
df_train.groupby(['_Name'])['Survived'].sum().reset_index()	1	1
le.transform(finalTest.Sex)	1	1
train_all.loc['train']	1	1
test_dmy.isnull().sum()	1	1
parameters.items():	1	1
df['Name'] = df['Name'].replace('Mlle', 'Miss')	1	1
"params[""learning_rate""] = 0.01"	1	1
tree.query(tmp_imp_arr[nan_v,:].reshape(1,-1), k)	1	1
X2test['Age'][i] = age_avg	1	1
results.append(tree.score(X_test,y_test))	1	1
submission.to_csv('clf_titanic.csv', index=False)	1	1
data_train['Embarked'].value_counts().plot(kind='bar')	1	1
ax[2][0].set_ylabel('Age', rotation=0, labelpad=80)	1	1
data_test_all.Cabin.apply(f)	1	1
model.add(Dense(units = 14, kernel_initializer = 'random_uniform', activation = 'relu'))	1	1
"combined[""SibSp""] + combined[""Parch""]"	1	1
test_dataset.Age.astype(int)	1	1
titanic_df.drop(['Parch'],axis=1,inplace=True)	1	1
df_train['Parch'].isnull().sum()	1	1
df_train.groupby(['Pclass','Embarked'])	1	1
df['Fare_cats']=pd.cut(df['Fare'],cut_points,labels=label_names)	1	1
data.loc[(data.Age.isnull()) & (data.Title == 'Officer.'), 'Age'] = data.loc[data.Title == 'Officer.', 'Age'].median()	1	1
test.drop('Pclass', axis=1, inplace=True)	1	1
tmp_scaled.assign(Embarked=train_data['Embarked'])	1	1
base_prediction.drop(columns = ['ABC', 'SVC', 'ETC'], axis = 1)	1	1
df.loc[mask_c, 'Child'] = 1	1	1
test_data['Name_pred'] = test_data['Name_pred'].map(preds)	1	1
titanic['CA'] = (titanic['Ticks'] == 'CA').astype(int)	1	1
data_test.drop(['Age'], axis = 1)	1	1
People_Survived.head()	1	1
raw_train['Title'].unique()	1	1
simple_data_df.drop(columns=['Pclass', 'Sex'], axis=1, inplace=True)	1	1
titanic_train_df.Age.loc[titanic_train_df['Title'] == 'Master'] = titanic_train_df.Age.fillna(titanic_train_df[(titanic_train_df['Title'] == 'Master')]['Age'].mean())	1	1
"df[""Parch""]"	1	1
x_one_hot_encoded.align(one_hot_encoded_test_predictors,join='inner',  axis=1)	1	1
ship.copy()	1	1
"pd.isnull(df_train[""Fare""][x]):"	1	1
titanic[['Embarked', 'Fare']].groupby('Embarked').mean()	1	1
train_set[['Pclass', 'SibSp', 'Fare', 'FamliySize', 'Alone', 'Age']]	1	1
df.Cabin.apply(lambda x:x[0].upper())	1	1
df_real_test.fillna(0)	1	1
dataset_train[['Age', 'Survived']].groupby(['Age']).count()	1	1
df.drop('PassengerId',axis=1,inplace=True)	1	1
dftr.set_index(dftr['PassengerId'])	1	1
df_test.loc[df_test['Fare'].isnull(),'Fare']=0	1	1
dataset[['class1','class2']] = pd.get_dummies(dataset['Pclass'],drop_first=True)	1	1
iset['Name_Len'] = iset['Name'].apply(lambda x: len(x))	1	1
processed.loc[processed[isnull_col_name], col_name] = 0	1	1
"test_reloadedModel.select(""PassengerId"", ""prediction"").show(5)"	1	1
converted_df.head()	1	1
train_df.drop(['Cabin', 'SibSp', 'Parch', 'Ticket', 'Survived'], axis=1).dropna()	1	1
X_valid.copy()	1	1
result_df.drop(['Pclass', 'Name', 'Sex', 'Age','SibSp', 'Parch','Ticket','Fare','Cabin','Embarked'],  axis=1)	1	1
"df[""Sex""].map(lambda x: 1 if x == ""female"" else 0)"	1	1
"dftotal.loc[index,""KSurvivalRate""]=dftotal.loc[nbours_index,""Survived""].mean()"	1	1
titanic_df['Cabin'].isnull().sum()	1	1
"results.to_csv(""Titanic_test_set_prediction.csv"",index=False)"	1	1
df_test['Deck'] = df_test['Cabin'].str.slice(0,1)	1	1
train_data['Cabin_B'] = Cabin_dummy['B']	1	1
train_df.groupby(['Survived', 'Sex', pd.cut(train_df['Pclass'], np.arange(0, 4))]).size().unstack(0).plot.bar(stacked=True)	1	1
whole.set_value(386,'Fid',147) # Davies Mr. Charles Henry SibSp, Parch =0 but seems like an error	1	1
"train_df.drop(columns={""Cabin"",""Cabin_prefix""},inplace=True)"	1	1
dataset.loc[(dataset.Age.isnull()) & (dataset.Sex == s) & (dataset.Pclass == p + 1),                    'Age'] = age_fill[s,p]	1	1
"test[""Family""] = test[""Family""].map({""Alone"" : 0, ""withFamily"" : 1})"	1	1
data_test_df['Embarked'] = data_test_df['Embarked'].astype(str)	1	1
S1.head(5)	1	1
train.groupby(['Survived','Embarked','Pclass']).mean()[['Parch','SibSp']]	1	1
test_copy['SibSp_Category'] = test_copy['SibSp_Category'].astype(int)	1	1
test_original.head()	1	1
"dftrain.loc[idx,""CountTicketButLast""]=ticketButLast_count_train[ticketButLast]"	1	1
test_data.drop(drop_features, axis=1)	1	1
dataset['Title_Code']=label.fit_transform(dataset['Title'])	1	1
train_cp[['Title', 'Survived']].groupby(['Title'], as_index=False).mean()	1	1
trainset.shape	1	1
data_test.drop(['Cabin','Ticket'],axis=1)	1	1
"train_df.drop([""PassengerId"", ""Survived"", ""Name"", ""Ticket"", ""Cabin""], axis=1)"	1	1
dataset.loc[ dataset['Fare'] <= 7.91, 'Fare']= 0	1	1
"X[[""Parch"", ""Survived""]].groupby(['Parch'], as_index=False).mean().sort_values(by='Survived', ascending=False)"	1	1
