Statement	Count	# unique files
DstTest$TitleType <- ifelse(DstTest$Title %in% Nobility.man, 'Nobility.man',DstTest$TitleType)	1	1
df_combined$Parent[df_combined$Sex == 'female' & df_combined$Parch > 0 & df_combined$Age > 18 & df_combined$Title != 'Miss'] <- 'Mother'	1	1
formattable(head(subset(tr,is.na(Age))))	1	1
combined$Fam_SizeD[combined$FamSize < 5 & combined$FamSize > 1] <- 'small'	1	1
DstTestClean$Title <- gsub('(.*, )|(\\..*)', '', DstTestClean$Name)	1	1
"cabin_counts = strsplit(full$Cabin,"" "")"	1	1
doe$eta[i], max_depth = doe$max_depth[i],	1	1
summary(combined.df$Fare)	1	1
split <- sample.split(train_male$Survived, SplitRatio = 0.54)	1	1
"combine<-merge(combine,sumif,by=""tittle"",all.x=T,sort=FALSE)"	1	1
diag.cv = function(cv)	1	1
tot$Title<-as.factor(tot$Title)	1	1
test$fare < 26.96, 0,	1	1
sum(is.na(combined$Sex))	1	1
return(names(tab[which.max(tab)]))	1	1
sumNotNA <- function(x) sum(x[!is.na(x)])	1	1
"colClasses = c(""integer"",""factor"",""character"",""factor"",""numeric"",""integer"",""integer"",""character"",""numeric"",""character"",""factor""),"	1	1
tmp=count(as.character(data$Ticket2))	1	1
train%>%group_by(Ticket)%>%count()->freq;	1	1
titanic$Age <- theDataImpute[,1]	1	1
test$survived<-sur	1	1
full$familyID <- factor(full$familyID)	1	1
val_imp_ds = val_m[names(val_m) %in% cols_for_age_imp]	1	1
checkCorr$Sex       <- as.numeric(checkCorr$Sex)	1	1
DstTrain$Title <- gsub('(.*, )|(\\..*)', '', DstTrain$Name)	1	1
"full$Age_Category <- ifelse(full$Age > 10 & full$Age <= 22, ""Tean"", full$Age_Category)"	1	1
select(Fare, FamilySize) %>%	1	1
train$Title[train$Title == 'Mme']         <- 'Mrs'	1	1
train[, Regressor := as.factor(train[, eval(as.name(column))])]	1	1
sapply(raw_test,function(x) sum(is.na(x)))	1	1
prop.table(table(train$Embarked))	1	1
submission <- data.frame( PassengerId= test$PassengerId )  # create a dataframe	1	1
solution2 <- data.frame(PassengerID = test2$PassengerId, Survived = prediction.rf_model)	1	1
train_nb$AgeTramo <- cut(train_nb$Age, breaks = seq(0,80,5))	1	1
progress.bar$init(k)	1	1
"names.arg = c(""Cherbourg"", ""Queenstown"", ""Southampton""),"	1	1
return(data.frame(cbind(column, data.type)))	1	1
my_solution <- data.frame(test$PassengerId, test$pred)	1	1
Out$Survived <- gbm.predict	1	1
output[, spec := as.numeric(spec)]	1	1
df_combined$Title <- gsub('(.*, )|(\\..*)', '', df_combined$Name)	1	1
mod.in$wts	1	1
filter(PassengerId != 1044)	1	1
data.frame(sapply(combi,check.missing))	1	1
train$Title <- sub(' ', '', train$Title)	1	1
wts.rs<-wts.rs[grep('out',names(wts.rs),invert=T)]	1	1
colnames(cab_occupancy) = c('Cabin', 'Cab_Occ')	1	1
Title=str_trim(strsplit(x,split='[,.]')[[1]][2])	1	1
train <- cbind(all[1:nrow(train),], Survived)	1	1
full$Surname <- sapply(full$Name, function(x) {strsplit(x, split = '[,.]')[[1]][1]})	1	1
Family.Sector <- data %>% select(FamilyName, Sector) %>% filter(!is.na(Sector)) %>% unique()	1	1
as.numeric(cm_RF_bal$byClass[1]), # Sensitivity	1	1
test.data$SurvivedRandom <- rbinom(418, 1, 0.5)	1	1
test$p[predicted < 0.53] = 0	1	1
"whole.data <- whole.data[,!(names(whole.data) %in% c(""Name"", ""Cabin"", ""Ticket"", ""FamilySize"",""PassengerId"", ""SibSp"", ""Parch"", ""Age"", ""Fare""))]"	1	1
test$Age[is.na(test$Age)]=test_age_mean	1	1
"submission <- data.frame(PassengerId=titanic$PassengerId, Survived=pred)[titanic$Set==""Test"",]"	1	1
which(is.na(results_frame$Survived == T)) #check for N/A values	1	1
tot$Embarked<-as.character(tot$Embarked)	1	1
output[, eta := doe$eta[i]]	1	1
summary(rf_model)	1	1
testset <- subset(train, id %in% c(i))	1	1
prop.table(ts)	1	1
full_data$Embarked <- factor(full_data$Embarked)	1	1
apply(val_m,2,pMiss)[apply(val_m,2,pMiss)>0]	1	1
trainset_2$Survived<-as.numeric(trainset_2$Survived)	1	1
"test = data.table(read.csv(""test.csv"", na.strings = """"))"	1	1
"data.4mice=data[c(""Pclass"",""Sex"",""Age"",""SibSp"",""Parch"",""Fare"",""Embarked"",""title"", ""deck"")]"	1	1
summary(resample_results, metric = c('ROC','Sens','Spec'))	1	1
names(rawdata)	1	1
levels(train$Survived)	1	1
train$Mother <- as.factor(train$Mother)	1	1
mergedData$sharedSurname <- sapply(mergedData$surname,function(x) pmin(t[[x]],4))	1	1
cutoffs <- cutoffs[order(cutoffs$tpr, decreasing=TRUE),]	1	1
full$FamilyID = as.numeric(as.factor(full$FamilyID))-1	1	1
tot$Title[tot$Title %in% c('the Countess')]<-'Mrs' #Noël Leslie, Countess of Rothes была was marriage at the disaster moment	1	1
outputMat[,Y:=0][Survived == 1,Y:=1][,Y]	1	1
"test[grepl(""Mr"",Name) & is.na(Age),Age:=mr]"	1	1
mod.dat[, log.Fare.1 := log(Fare + 1)]	1	1
table(SibSp)	1	1
summary(modelTitanic14)	1	1
"mod.dat[, c(""Sex"", ""Age"", ""Embarked"") := NULL]"	1	1
summarize(m = mean(Survived,na.rm=T), n = n(), se = sd(Survived,na.rm=T)/sqrt(n()))	1	1
par(mfrow=c(1,1))	1	1
combined$Title[combined$Title == 'Mme']         <- 'Mrs'	1	1
Submission <- as.data.frame(cbind(ids, pred_test))	1	1
Predict_lm_sig<-ifelse(Predict_lm_sig>0.5,TRUE,FALSE)	1	1
train_tbl %>% group_by(Sex) %>% summarise(n = n())	1	1
summary(combi$Embarked)	1	1
"full$FsizeD[full$Fsize == 1] <- ""Single"""	1	1
Mean = double(), StD = double(),	1	1
combined.df$Age[is.na(combined.df$Age)] <-28.00	1	1
mean(train_data$Age, na.rm=TRUE)	1	1
DataBind$Title[DataBind$Title == 'Mlle']  <-'Miss'	1	1
my_df$Group[my_df$Age < 18] <- 'Child'	1	1
"geom_vline(aes(xintercept=mean(Fare, na.rm = TRUE)), col=""red"") +"	1	1
apply(DstTestClean,2,pMiss)	1	1
"test_data<-read.csv(""test.csv"", header=T, na.strings=c("""",""NA""))"	1	1
trainset$company <- factor(trainset$company)	1	1
"a2 <- which(titanic[,""Pclass""] == 1 & titanic[,""Fare""] == 80)"	1	1
train$Embarked <- factor(train$Embarked)	1	1
trSharedTicket <- mergedData[!is.na(mergedData$Survived),] %>% group_by(sharedTicket) %>% summarize(cnt=n(),surv=mean(Survived)) %>% arrange(-cnt) %>% as.data.frame()	1	1
summary(df.train)	1	1
"cols=c(""Survived"",""Pclass"",""Sex"",""Embarked"")"	1	1
split <- sample.split(train$Survived, SplitRatio = 0.7) #this is from the caTools library	1	1
"log.age.regressors = c(""Parch"", ""SibSp"", ""Survived"", ""Pclass"", ""Fare"", ""Sex"")"	1	1
"dat_all[dat_all$cat==""train"",]"	1	1
full$Ticket = as.numeric(as.factor(full$Ticket))-1	1	1
summary(rp_model)	1	1
tmp <- full %>% filter(family==i)	1	1
data <- data[c('Survived','Pclass','Sex','Age','SibSp','Parch','Fare','Embarked')]	1	1
combi$Surname <- sapply(combi$Name, FUN=function(x) {strsplit(x, split='[,.]')[[1]][1]})	1	1
datamerging[1:891,]	1	1
fulldata[factor_vars] <- lapply(fulldata[factor_vars], function(x) as.factor(x))	1	1
"data[Title=='the',Title:=""Countess.""]"	1	1
"mergedData[nchar(mergedData$Cabin) > 0,""sharedCabin""] <- duplicated(mergedData[nchar(mergedData$Cabin) > 0,""Cabin""])|duplicated(mergedData[nchar(mergedData$Cabin) > 0,""Cabin""],fromLast=TRUE)"	1	1
rare_title <- c('Dona','Lady','The Countess','Capt','Col','Don','Dr','Major','Rev','Sir','Jonkheer')	1	1
fulldata$Samesurname=NA	1	1
"test[which(test$Parch>0 & test$Age>18 & test$Name==""Mrs.""),c(""Mother"")]<-1"	1	1
"combined.df$Title <- sub("" "", """", combined.df$Title)  # clean up Title spacing"	1	1
result = table(predict = val.pred, actual = train.clean$Survived[valIndices])	1	1
table(df$Survived,df$Embarked) #show summary table of survival chances	1	1
tot[1:891,]	1	1
dat = data.frame(dat)	1	1
data[, includedVar]	1	1
quit()	1	1
apply(full_data,2, function(x) length(unique(x)))	1	1
qda.pred = function(Xtrain, Ytrain, Xtest, Ytest, negative, cutoff)	1	1
"gbm.diag[, mod := rep(""gbm"", nrow(gbm.diag))]"	1	1
"train <- read.csv(""../input/train.csv"", na.strings=c(""NA"", """")) ##important code to treat blank string as NA"	1	1
by_Sex_Age_Survived <- summarise(train_tbl_with_age_by_Sex_Age_Survived, Total = n())	1	1
"dup.names=as.character(data.combined[which(duplicated(as.character(data.combined$Name))), ""name""])"	1	1
outputMat = as.data.table(train)	1	1
summary(all_train)	1	1
full$Title[full$Title %in% rare_title]  <- 'Rare'	1	1
floor(mean(third_class_test[,5], na.rm = T))	1	1
print(full$Surname)	1	1
full$familyID2[full$familyID %in% smallFamId$Var1] <- 'Small'	1	1
"colnames(relative) <- c(""PassengerId"", ""Ticket"", ""FM_Survive"")"	1	1
test$isTrain <- FALSE	1	1
"Features[, ""Pclass""],"	1	1
database_output <- database_output[c(1,12)]	1	1
length(train_youth[which(train_senior == 1)])/length(train_senior)	1	1
accuracy_train <- sum(diag(confusion.mat_train))/sum(confusion.mat_train)	1	1
event.rate = nrow(train[Survived == 1]) / nrow(train)	1	1
trn_m$Embarked = factor(trn_m$Embarked)	1	1
"males=data.combined[which(train$Sex==""male""),]"	1	1
group_by(Title, Pclass, Sex) %>%	1	1
"test$predCondForest <- predict(CondForest, cTest, type = ""response"")"	1	1
"train[!train$Title %in% MainTitles,c(""Title"")] <- ""Others"""	1	1
table(survived_gender)	1	1
test$Survived <- rep(0,418)	1	1
facts<-attr(terms(mod.in),'factors')	1	1
predTitanic$Survived[predTitanic$Survived>0.5] <- 1	1	1
full$Title[full$Title == 'Mme'] <- 'Miss'	1	1
full_data[c(1:1309), 'Embarked']	1	1
allData$Title[allData$Title == 'Ms'] <- 'Miss'	1	1
knn_train$Age <- (knn_train$Age - min_age) / (max_age - min_age)	1	1
full$Cabin2 = as.factor(full$Cabin2)	1	1
data.combined$Pclass=as.factor(data.combined$Pclass)	1	1
Name_Family = as.factor(Name_Family),	1	1
testset$company <- factor(testset$company)	1	1
summary(test_df)	1	1
factor_vars <- c('Pclass','Sex','Embarked','Title','Survived')	1	1
"data<-data[,Title:=unlist(strsplit(trimws(unlist(strsplit(Name,',', fixed = T))[2]),"" "",fixed = T))[1],by=PassengerId]"	1	1
"testPredictions <- predict(model, as.matrix(testData[, predictorVar]), type=""class"")"	1	1
test2$Survived <- NA	1	1
mods.diag = data.table(log.diag)	1	1
geom_hline(data=train, aes(yintercept= mean(Survived)), colour = cbPalette[4], linetype = 2) +	1	1
"test$Pclass=factor(test$Pclass,labels = c(""1st"",""2nd"",""3rd""))"	1	1
"train_data$Age[is.na(train_data$Age)&train_data$Sex==""male""]<-mean_male"	1	1
full[c('Family')]	1	1
head(subset(cutoffs, fpr < 0.2))	1	1
t.test(log(Age) ~ Survived, data = train)	1	1
print('HasCabin')	1	1
trn_m$HasFamily <- factor(ifelse(trn_m$FamilySize == 1, c(0), c(1)))	1	1
full$Ticket <- as.character(full$Ticket)	1	1
summary(L1.predict)	1	1
"allData$Title <- (gsub(""(.*, )|(\\..*)"", """", allData$Name ))"	1	1
submit <- mutate(submit, Survived = 1)	1	1
train$Embarked[train$Embarked==''] <- 'C'	1	1
full$deck <- full$Deck	1	1
mod.in$finalModel	1	1
y_pred<-ifelse(sur_pred>0.5,1,0)	1	1
full$Surname <- sapply(full$Name, FUN=function(x) {strsplit(x, split='[,.]')[[1]][1]})	1	1
CleanTotal$Adult <- ifelse(CleanTotal$Age > 15, 1, 0)	1	1
median(trn_m$Age_comp_FM)	1	1
MissingAge$Title != 'Master', GCabins,	1	1
"test[grepl(""Miss"",Name) & is.na(Age),Age:=miss]"	1	1
"print(""Hello, world!"")"	1	1
"rf.train <- data.combined[1:891,c(""Pclass"",""title"",""family.size"")]"	1	1
"train%>%filter(Sex==""female"",Pclass==""1"",NAccompanied==1,Fare>=75,Fare<=85)%>%group_by(Embarked)"	1	1
"full$isFemale[full$Sex == ""female""] <- T"	1	1
names.title <- lapply(names.split2, FUN = function(x) {x[[1]]}) %>% unlist()	1	1
data.frame(sapply(train, check.blank))	1	1
"test$Age[is.na(test$Age)&test$Name==""Miss.""]<-missage"	1	1
train[, Pclass3.Age := model.matrix(~Pclass:Age, data = train)[,4]]	1	1
dplyr::select(-avgAge, -count)	1	1
recall_train <- confusion.mat_train[2,2]/sum(confusion.mat_train[2,])	1	1
group_by(Cabin_letter) %>%	1	1
combi$Cabin[combi$Cabin %in% c('A')] <- 'A'	1	1
"full$Title[full$Title == ""Ms""]  <- ""Miss"""	1	1
allData[1:891,]	1	1
allData$Survived <- as.factor(allData$Survived)	1	1
DataBind$Title <- gsub('(.*, )|(\\..*)','',DataBind$Name)	1	1
levels(test_data_set$cabin) <- levels(new_train$cabin)	1	1
total_with_age <- summarise(train_tbl_with_age, Total_With_Age = n())	1	1
TRAIN$Survived	1	1
d <- train %>% select(Survived, SibSp)	1	1
for(i in 1:nrow(accuracy_tab))	1	1
if(is.logical(all.out))	1	1
submit <- data.frame(PassengerId = mod_test$PassengerId, Survived = Tree1Prediction)	1	1
"train_na <- sapply(train, function(x)sum(is.na(x)|x==""""))#Count the NA's in each row"	1	1
LRtest[, -2]	1	1
table(Tree1Prediction)	1	1
table(full$Status,full$AgeCategory)	1	1
final_prediction = ifelse(final_predict_prob > 0.5,1,0)	1	1
"Pred<-data.frame(""PassengerId""=PassID,""Survived""=Predictions)"	1	1
combined.df$CabinLetter <- as.factor(combined.df$CabinLetter)	1	1
allData$Age[is.na(allData$Age)] <- preds	1	1
train.df$Embarked[is.na(train.df$Embarked)] <- 'S'	1	1
missing_age_indexes <- which(is.na(full$Age)==TRUE)	1	1
data$Title[data$Title %in% vip] <- 'VIP'	1	1
output_knn = data.frame(PassengerId = test$PassengerId, Survived = pred_knn)	1	1
"panel.cor <- function(x, y, digits = 2, prefix = """", cex.cor, ...)"	1	1
DstTest$TitleType <- ifelse(DstTest$Title %in% Crew, 'Crew',DstTest$TitleType)	1	1
val_m$Age_comp_MICE = val_imp$Age	1	1
test[ , -10]	1	1
"full[is.na(full$Fare),]$Fare <- Fare_by_Pclass[Fare_by_Pclass$Pclass==""3"", ]$median_Fare"	1	1
tst_m$FamilySize = tst_m$SibSp + tst_m$Parch +1	1	1
"names(Submission) <- c(""PassengerId"", ""Survived"")"	1	1
mean(as.numeric(predict(data.classifier.lda, data.train.use)$class) - 1 == data.train.use[,2])	1	1
mean(train$Survived==rf.pred)	1	1
test_new$Cabin <- factor(test_new$Cabin)	1	1
"checkCorr$Embarked  <- revalue(checkCorr$Embarked, c(""S"" = 1, ""Q"" = 2,  ""C"" = 3))"	1	1
"cat(paste0(filename, "",\tmode: "", file.mode(filename), "",\tsize: "", file.size(filename)), ""bytes.\n"")"	1	1
mergedData$Cabin <- as.character(mergedData$Cabin)	1	1
summary(model.logit)	1	1
"trainset_1$Survived<-gsub(""0"",""Perished"",trainset_1$Survived)"	1	1
test$Survived=predict(rf.fit, test)	1	1
fulldata$Lastname=sub(' ','',sapply(fulldata$Name,FUN=function(x){strsplit(x,split='[.,.]')[[1]][1]}))	1	1
summary(solution_1)	1	1
Titanic_data$Title=sapply(Titanic_data$Name,FUN=extract_Title)	1	1
"search_criteria = list(strategy = ""Cartesian""),"	1	1
lapply(list.of.packages, library, character.only=T)	1	1
full$Ticket_Pre = as.numeric(as.factor(full$Ticket_Pre))-1	1	1
test$Survived[test$Sex=='female' & test$Pclass==3 & test$Fare>=20]<-0	1	1
t.test(log(Parch + 1) ~ Survived, data = train)	1	1
summary(logi)	1	1
combined.df$CabinLetter <- substring(combined.df$Cabin, 1, 1)	1	1
fitted.results <- predict(model,newdata=subset(test,select=c(2,3,4,5,6,7,8)),type='response')	1	1
allData[!is.na(allData$Age),]	1	1
"log.list = list(""mod"" = log.mod, ""cutoff"" = log.cutoff)"	1	1
mods.list$svm = svm.list	1	1
table(full$Family_count)	1	1
full_data$Age[is.na(full_data$Age)] <- predict(age_tree, full_data[is.na(full_data$Age),])	1	1
tst_m$Pclass = factor(tst_m$Pclass)	1	1
combined$Mother[combined$Sex == 'female' & combined$Parch > 0 & combined$Age > 18 & combined$Title != 'Miss'] <- 'Mother'	1	1
includedVar <- setdiff(names(data), excludedVar)	1	1
titles <- test_data %>% mutate(Survived=NA) %>% rbind(data) %>% group_by(title) %>% summarise(title_frequency = n())	1	1
summarise(filter(test_tbl, is.na(Age)), bad_age = n())	1	1
levels(full$Cabin2)	1	1
"freq<-as.data.frame(table(combine[,c(""total.relative.range"",""Survived"")]))"	1	1
test[, Cabin := test.mice$Cabin]	1	1
roc_LR_bal <- roc(val_m$Survived, as.numeric(p_LR_bal)-1)	1	1
predictionrf <- data.frame(predictionrf)	1	1
colSums(is.na(full_data))	1	1
"gbm.diag[, c(""eta"", ""max_depth"", ""nrounds"", ""min_child_weight"", ""gamma"") := NULL]"	1	1
train.mice[, Embarked := factor(Embarked)]	1	1
t.test(log(Fare + 1) ~ Survived, data = train)	1	1
print(nrow(submission))	1	1
data[[i]][inDev_idx, , drop=F]	1	1
nr_surname <- nlevels(factor(full$Surname));	1	1
mod.in$snnsObject$getUnitDefinitions()	1	1
trainset[,1]	1	1
summary(fitmodel)	1	1
summary(titanic$Fare)	1	1
pushViewport(viewport(layout = grid.layout(nrow(layout), ncol(layout))))	1	1
MissingAge$Title != 'Master', MedianQ,	1	1
modelDiff <- diff(out)	1	1
"ynew = as.numeric(predict(mod, s = mod$lambda.min, Xtest, type = ""response""))"	1	1
"full[full$title=='Mme',]$title<-""Mr"""	1	1
"nodes <- network[,c(""PassengerId"", ""Survived"")] #serve as data description"	1	1
summary(miss$Age)	1	1
full_data$FareRange[full_data$Fare < 10] <- 'lessthan10'	1	1
train_nb$Survived_f <- factor(train_nb$Survived)	1	1
fullComb$FamilyID2 <- fullComb$FamilyID	1	1
training <- subset(database, split==TRUE)	1	1
combined$Fare[1044] <- median(combined[combined$Pclass == '3' & combined$Embarked == 'S', ]$Fare, na.rm = TRUE)	1	1
mods.list$pen = pen.list	1	1
"train_os_x = train_os[,-which(names(train_os) %in% c(""Survived_F""))]"	1	1
full %<>% mutate(AgeImp = impute(Age))	1	1
"train$cat <- ""train"""	1	1
train[1:623,]	1	1
table(combined$Sex, combined$Title)	1	1
else y.names<-as.character(forms)[2]	1	1
test$Survived	1	1
whole.data[,'Title'] <- as.factor(whole.data[,'Title'])	1	1
train$Survived = as.factor(train$Survived)	1	1
full_data$Pclass <- as.factor(full_data$Pclass)	1	1
round(prop.table(table(is.na(train$Age), train$Survived), 1),2)	1	1
test$Age[is.na(test$Age)] <- predict(predicted_test_age, train[is.na(test$Age),])	1	1
summary(full_data$Embarked)	1	1
valid_clean[,-8]	1	1
sol<-data.frame(PassengerId=my_test$PassengerId, Survived=my_pred)	1	1
cor.dat = data.table(model.matrix(~.^2, cor.dat)[,-c(1:17)])	1	1
combine$total.relative<-combine$SibS+combine$Parch	1	1
table(full_data$Survived)	1	1
group_by(Cabin, Survived) %>%	1	1
titanic.test[, 'Survived'] <- 0	1	1
knn_train$Fare <- (knn_train$Fare - min_fare) / (max_fare - min_fare)	1	1
prop.table(table(train$Pclass))	1	1
Predict_svm<-as.numeric(predict(svm_model,newdata=valid_clean))	1	1
trn_raw[-HO_idx,]	1	1
train$Pclass   <- factor(train$Pclass)	1	1
crew <- c('Capt', 'Col', 'Major')	1	1
summary(question)	1	1
filter(Pclass == 3 & Embarked == 'S')%>%	1	1
train[train$Embarked!='',]	1	1
"MainTitles <- c(""Master"",""Miss"",""Mr"",""Mrs"",""Rev"")"	1	1
mean_male<-mean(train_male$Age, na.rm=TRUE)	1	1
testing <- subset(database, split==FALSE)	1	1
summary(full_data)	1	1
"DT = data.table(melt(nn.diag, id.vars = c(""stat"", ""layers"", ""nodes"", ""prop"", ""mod"")))"	1	1
conf[1,3] <- conf[1,2] /(conf[1,1]+conf[1,2])	1	1
"full$Embarked[c(62,830)] <- ""C"""	1	1
nrow(train_data)	1	1
mod.dat = data.table(model.matrix(~ .^2, mod.dat)[,-1])	1	1
my_df$Sex <- as.factor(my_df$Sex)	1	1
"train$Age[grepl(""Miss\\."", train$Name) & is.na(train$Age)] = mean.miss"	1	1
"full$FsizeD[full$Fsize >4 ] <- ""Large"""	1	1
fulldata$FamilySize=fulldata$SibSp+ fulldata$Parch+1	1	1
median(trn_m$Fare)	1	1
"xtest = trRF[flds[[1]],!names(trRF) %in% c(""PassengerId"",""Survived"") ],"	1	1
print(vif(age.reg))	1	1
summary(tot)	1	1
summary(logistic_model_filtered)	1	1
summary(Titanic_data_preprocess_pred)	1	1
ttest$Survived <- as.factor(ttest$Survived)	1	1
"mutate('familyname' = gsub(""^([^,]*),.*"", ""\\1"", Name, perl=TRUE))"	1	1
combine[is.na(combine$embarked.fill),]$embarked.fill<-as.character(temp[temp$Freq==max(temp$Freq),]$Var1)	1	1
rf_model <- randomForest(factor(Survived) ~ Pclass + Title + Sex + SibSp + Age + Parch + Fare + Embarked + Child + familysize, data=train)	1	1
"Impute.fare <- preProcess(as.data.frame(a3[,""Fare""]), method=""medianImpute"")"	1	1
select(Sex, Age, Pclass, FamilySize, Survived)	1	1
"trainset$Embarked[c(62,830)] = ""C"""	1	1
print(GN_model)	1	1
levels(new_titanic$Sex)<-c(1,2)	1	1
mean(age.data$Age[age.data$Parch==1]),	1	1
mice_mod <- mice(combined[, !names(combined) %in% c('PassengerId','Name','Ticket','Cabin','Fam','Surname','Survived')], method='rf')	1	1
Res <- data.frame(Test[,1], Survived)	1	1
"print(paste(""Final Score = "", score))"	1	1
d.all$Family <- as.factor(ifelse(SibSp > 0 | Parch > 0, 'yes', 'no'))	1	1
testData1$Age[which(is.na(testData1$Age))] <- mean(as.numeric(testData1$Age[which(!is.na(testData1$Age))]))	1	1
cleandata[trainIndex,]	1	1
"predTitanic <- as.data.frame(predict(modelTitanic14, testData1, type=""response""))"	1	1
"full$FamilyID <- paste(as.character(full$FamilySize), full$Surname, sep="""")"	1	1
testData1$Age <- as.numeric(testData1$Age)	1	1
"paste(""AUC DT: "",auc_dt)"	1	1
full_data$Fsize <- full_data$SibSp + full_data$Parch + 1	1	1
fulldata$Samesurname <- as.factor(fulldata$Samesurname)	1	1
survival_tbl <- mutate(survival_tbl, Survival_Chance = (Survived/Total)*100)	1	1
summary(my_df)	1	1
trainset_2$Embarked<-as.numeric(trainset_2$Embarked)	1	1
length(mod.in$model.list$variables),	1	1
test.mice[, .(PassengerId, Cabin, log.Age, log.Fare.1)]	1	1
test[, Pclass := factor(Pclass)]	1	1
table(df$Survived,df$Parch) #parent children	1	1
colSums(is.na(test.data))	1	1
full$title<-trimws(full$title)	1	1
cTrain$Title <- as.factor(cTrain$Title)	1	1
unique(fulldata$Title)	1	1
table(model = survivors_logi, real = titanic$survived)	1	1
"names(sibSpImpact) <- c(""FamilyMembers"",""Survived"",""Count"")"	1	1
group_by(Survived) %>% summarise(mean_fare = mean(Fare), ci = qnorm(0.975) * sd(Fare) / (n() - 1)) %>%	1	1
full_data[c(62, 830),]	1	1
test_data <- test_data %>% mutate(title = get_title(Name))	1	1
data.imp[1:train.stop,]	1	1
age_na_rows = which(is.na(age_title$Age) & age_title$Title == title_to_get)	1	1
prop.table(table(train$Survived, train$Pclass), 1) * 100	1	1
"checkCorr$Sex       <- revalue(checkCorr$Sex, c(""male"" = 1, ""female"" = 2))"	1	1
train_tbl_wo_age <- filter(train_tbl, is.na(Age))	1	1
rf_model <- randomForest(factor(Survived) ~ Pclass + Sex + Age + SibSp + Parch + Fare + Embarked + Title + Fsize + Age2 + Fare2 + Alone + FamilyID+Cabin2+Ticket_Pre +Ticket_Num,data = train2)	1	1
tot$Name<-as.character(tot$Name)	1	1
full$Agebefore, freq=F, main='Age: Original Data',	1	1
"geom_bar(width=0.5, aes(y = (..count..)/sum(..count..)), position=""fill"") +"	1	1
fitted.results<-predict(model,newdata = subset(test,select = c(2,3,4,5,6,7,8)),type = 'response')	1	1
as.numeric(cm_RF_ubal$byClass[1]), # Sensitivity	1	1
solution<-data.frame(PassengerId=tf$PassengerId,Survived=tf$Survived)	1	1
nrow(pre_test)	1	1
full  = bind_rows(train, test) # bind training & test data	1	1
fullComb$Child[fullComb$Age >= 16] <- 'Adult'	1	1
paste(layer.name,val,sep=''),	1	1
full <- bind_rows(trains,test)	1	1
rf_err[which.min(rf_err$combined_err),]	1	1
"mrsage<-mean(test$Age[which(test$Name==""Mrs."")],trim=.5,na.rm=TRUE)"	1	1
t <- table(mergedData$Ticket)	1	1
print('Proportion Table: TRUE = Age is missing  X  Pclass = 1 is first class')	1	1
full%>%group_by(Pclass)%>%dplyr::summarise(median(Fare,na.rm=TRUE))	1	1
train$isTrain <- T	1	1
train$Ticket_Num2[train$Ticket_Num > 30000] = 4	1	1
train.nn = data.table(train)	1	1
print(NB_model)	1	1
"print(paste(""sum_of_errors:"",sum(abs(final.age.ann.p - age.data.test$Age))))"	1	1
embarked_impute_df <- data.frame(Pclass = c(trainset$Pclass, testset$Pclass), Embarked = as.factor(c(trainset$Embarked, testset$Embarked)), Fare = c(trainset$Fare, testset$Fare))	1	1
prop.table(table(titanic2$Sex, titanic2$Survived),1)	1	1
"X = data.table(train[,!c(""Sexmale.EmbarkedS"", ""Pclass3.Fare"")])"	1	1
full <- bind_rows(train,test) #bind_rows doesn't need same amount of variables, auto-adds and fills with NA	1	1
prop.table(table(train$Pclass, train$Sex, train$Survived), 1) * 100	1	1
result <- data.frame(PassengerId=test$PassengerId, Survived=predicted)	1	1
"train$Age[train$Title == ""Miss."" & is.na(train$Age)] <- mean.miss"	1	1
"qda.diag[, c(""name"") := NULL]"	1	1
bind_rows(testData)	1	1
"freq<-as.data.frame(table(combine[,c(""Sex"",""Survived"")]))"	1	1
filter(Pclass == '3' & Embarked == 'S') %>%	1	1
combine$SibS<-as.numeric(as.character(combine$SibS))	1	1
full_data$Child <- NA	1	1
"all[!all$Title %in% c(""Mr"", ""Miss"", ""Mrs"", ""Master"")]$Title = ""Rare"""	1	1
my_solution <- data.frame(PassengerId = vector_passengerid, Survived = my_prediction)	1	1
spacing<-diff(c(0*diff(y.range),0.9*diff(y.range)))/max(struct)	1	1
train[, Cabin := droplevels(Cabin)]	1	1
data_train$Pclass <- as.factor(data_train$Pclass)	1	1
cabinImpact <- data.frame(table(allData$Survived, substr(allData$Cabin,0,1)))	1	1
tab <- prop.table(table(df_combined$Title))	1	1
"whole.data[whole.data$Embarked == """",]"	1	1
trainingset <- subset(train, id %in% list[-i])	1	1
df[trainIndex,]	1	1
tot$Title[tot$Title=='Mrs' & tot$Sex=='male']<-'Mr'	1	1
full[Category %in% c('train', 'cv'), RpartSurvived := predict(rpart_mdl, full[Category %in% c('train', 'cv')])]	1	1
"mutate(Cabin = gsub(""^(\\w).*$"", ""\\1"", Cabin)) %>%"	1	1
age_compare[3,] = c('Train', 'Filled by MICE', mean(trn_m$Age_comp_MICE), sd(trn_m$Age_comp_MICE))	1	1
"which(full$Embarked =="""")"	1	1
"legend(""bottomright"", legend = c(""tree"", ""forest""), col = c(""green"", ""red""), lwd = c(1.5,1))"	1	1
train$Cabin_recorded <- 'Yes'	1	1
"test[!test$Title %in% MainTitles,c(""Title"")] <- ""Others"""	1	1
wts<-wts[grep(src.str,names(wts))][[1]][-1]	1	1
